,tourney_date,p1_id,p1_name,p2_id,p2_name,p1_hand,p1_ht,p1_age,p2_hand,p2_ht,p2_age,best_of,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,win
15557,20160606,103852,Feliciano Lopez,104022,Mikhail Youzhny,0,188.0,34.7104722793,1,183.0,33.9493497604,3,6.0,4.0,65.0,38.0,26.0,15.0,10.0,2.0,4.0,8.0,3.0,79.0,49.0,36.0,17.0,11.0,3.0,4.0,2
15556,20160606,106298,Lucas Pouille,105357,John Millman,1,185.0,22.2833675565,1,183.0,26.9787816564,3,9.0,8.0,100.0,56.0,46.0,16.0,15.0,4.0,7.0,2.0,1.0,108.0,68.0,46.0,27.0,16.0,4.0,5.0,2
15562,20160606,105357,John Millman,105223,Juan Martin del Potro,1,183.0,26.9787816564,1,198.0,27.7015742642,3,1.0,1.0,64.0,40.0,25.0,15.0,10.0,5.0,7.0,8.0,1.0,50.0,35.0,30.0,11.0,10.0,0.0,0.0,2
15555,20160606,105777,Grigor Dimitrov,105223,Juan Martin del Potro,1,188.0,25.0595482546,1,198.0,27.7015742642,3,4.0,5.0,57.0,32.0,21.0,12.0,9.0,6.0,9.0,12.0,2.0,48.0,29.0,27.0,11.0,9.0,0.0,0.0,2
15463,20160523,103898,Julien Benneteau,106298,Lucas Pouille,1,185.0,34.4229979466,1,185.0,22.2450376454,5,8.0,2.0,132.0,82.0,55.0,22.0,20.0,5.0,11.0,12.0,6.0,160.0,87.0,63.0,33.0,21.0,15.0,20.0,2
15468,20160523,106043,Diego Schwartzman,105550,Guido Pella,1,170.0,23.7672826831,0,185.0,26.0177960301,5,1.0,2.0,106.0,72.0,41.0,15.0,17.0,8.0,15.0,5.0,1.0,100.0,72.0,54.0,14.0,17.0,6.0,9.0,2
15470,20160523,104678,Viktor Troicki,105777,Grigor Dimitrov,1,193.0,30.2806297057,1,188.0,25.0212183436,5,7.0,2.0,177.0,119.0,74.0,30.0,25.0,11.0,17.0,7.0,10.0,161.0,99.0,67.0,27.0,25.0,5.0,12.0,1
15469,20160523,105583,Dusan Lajovic,106045,Denis Kudla,1,180.0,25.8973305955,1,180.0,23.7645448323,5,1.0,1.0,86.0,61.0,43.0,17.0,14.0,4.0,5.0,4.0,3.0,78.0,46.0,29.0,16.0,14.0,6.0,11.0,1
15464,20160523,106058,Jack Sock,104898,Robin Haase,1,185.0,23.660506502399997,1,190.0,29.130732375100003,5,8.0,8.0,160.0,92.0,69.0,39.0,25.0,9.0,11.0,11.0,5.0,168.0,114.0,76.0,30.0,25.0,14.0,19.0,1
15467,20160523,104468,Gilles Simon,104297,Rogerio Dutra Silva,1,183.0,31.403148528400003,1,178.0,32.3011635866,5,4.0,4.0,114.0,56.0,33.0,31.0,15.0,7.0,12.0,0.0,5.0,99.0,57.0,31.0,18.0,15.0,5.0,13.0,1
15466,20160523,105077,Albert Ramos,104547,Horacio Zeballos,0,188.0,28.34770705,0,188.0,31.0718685832,5,8.0,0.0,117.0,75.0,53.0,26.0,19.0,8.0,10.0,8.0,5.0,133.0,83.0,51.0,22.0,18.0,10.0,17.0,1
15465,20160523,104534,Dudi Sela,104460,Dustin Brown,1,175.0,31.1348391513,1,196.0,31.4551676934,5,4.0,4.0,191.0,106.0,67.0,43.0,27.0,5.0,14.0,4.0,3.0,190.0,130.0,85.0,29.0,27.0,16.0,24.0,2
15472,20160523,104586,Lukas Rosol,104527,Stan Wawrinka,1,196.0,30.8309377139,1,183.0,31.1540041068,5,9.0,1.0,171.0,106.0,64.0,38.0,22.0,12.0,16.0,9.0,4.0,142.0,90.0,70.0,28.0,23.0,8.0,10.0,2
15471,20160523,104919,Leonardo Mayer,104871,Jeremy Chardy,1,188.0,29.0239561944,1,188.0,29.2758384668,5,9.0,3.0,121.0,82.0,57.0,18.0,18.0,7.0,12.0,8.0,9.0,111.0,63.0,54.0,21.0,19.0,7.0,9.0,2
15481,20160523,103656,Albert Montanes,103333,Ivo Karlovic,1,175.0,35.4880219028,1,208.0,37.2320328542,5,3.0,3.0,104.0,77.0,56.0,15.0,16.0,3.0,6.0,31.0,3.0,93.0,60.0,59.0,19.0,16.0,1.0,2.0,2
15473,20160523,105453,Kei Nishikori,104620,Simone Bolelli,1,178.0,26.398357289499998,1,183.0,30.6228610541,5,4.0,3.0,86.0,45.0,36.0,24.0,14.0,3.0,4.0,1.0,2.0,90.0,55.0,35.0,13.0,14.0,3.0,9.0,1
15474,20160523,103794,Benjamin Becker,105723,Andrey Kuznetsov,1,178.0,34.9349760438,1,185.0,25.2484599589,5,7.0,3.0,77.0,54.0,29.0,10.0,13.0,2.0,8.0,7.0,3.0,71.0,39.0,32.0,22.0,13.0,1.0,2.0,2
15475,20160523,104471,Ivan Dodig,104022,Mikhail Youzhny,1,183.0,31.3867214237,1,183.0,33.9110198494,5,13.0,6.0,179.0,110.0,76.0,31.0,26.0,12.0,18.0,4.0,8.0,172.0,103.0,66.0,38.0,25.0,8.0,15.0,1
15476,20160523,105449,Steve Johnson,104269,Fernando Verdasco,1,188.0,26.4120465435,0,188.0,32.5201916496,5,5.0,5.0,116.0,76.0,51.0,19.0,17.0,9.0,13.0,5.0,3.0,101.0,74.0,51.0,20.0,17.0,6.0,7.0,2
15477,20160523,104997,Igor Sijsling,104494,Adrian Ungur,1,190.0,28.7638603696,1,178.0,31.3237508556,5,3.0,8.0,97.0,59.0,41.0,19.0,14.0,2.0,5.0,2.0,4.0,99.0,60.0,33.0,15.0,13.0,8.0,15.0,1
15478,20160523,105064,Thomaz Bellucci,104755,Richard Gasquet,0,188.0,28.396988364099997,1,185.0,29.930184804899998,5,1.0,4.0,88.0,52.0,27.0,16.0,13.0,9.0,16.0,3.0,0.0,88.0,59.0,41.0,13.0,13.0,7.0,9.0,2
15479,20160523,104545,John Isner,105357,John Millman,1,206.0,31.074606433899998,1,183.0,26.9404517454,5,40.0,5.0,158.0,115.0,94.0,22.0,24.0,3.0,6.0,5.0,2.0,173.0,125.0,78.0,37.0,24.0,6.0,10.0,1
15480,20160523,105385,Donald Young,104559,Teymuraz Gabashvili,0,183.0,26.8336755647,1,188.0,31.0006844627,5,2.0,6.0,99.0,56.0,34.0,16.0,14.0,9.0,16.0,8.0,6.0,90.0,43.0,34.0,23.0,15.0,4.0,8.0,2
15461,20160523,105683,Milos Raonic,104386,Janko Tipsarevic,1,196.0,25.4045174538,1,180.0,31.9178644764,5,10.0,5.0,79.0,44.0,41.0,22.0,15.0,0.0,1.0,4.0,2.0,102.0,49.0,35.0,25.0,14.0,11.0,15.0,1
15482,20160523,103285,Radek Stepanek,104918,Andy Murray,1,185.0,37.4866529774,1,190.0,29.0239561944,5,4.0,8.0,149.0,92.0,59.0,25.0,22.0,4.0,10.0,14.0,2.0,138.0,91.0,64.0,26.0,23.0,4.0,8.0,2
15483,20160523,104925,Novak Djokovic,104327,Steve Darcis,1,188.0,29.004791238899998,1,178.0,32.1943874059,5,4.0,4.0,105.0,70.0,47.0,20.0,16.0,2.0,4.0,3.0,5.0,98.0,54.0,34.0,22.0,15.0,7.0,12.0,1
15462,20160523,105173,Adrian Mannarino,105062,Mikhail Kukushkin,0,183.0,27.898699520900003,1,183.0,28.4079397673,5,12.0,2.0,113.0,63.0,43.0,23.0,18.0,2.0,7.0,3.0,1.0,123.0,74.0,43.0,24.0,18.0,10.0,17.0,1
15452,20160523,104731,Kevin Anderson,103565,Stephane Robert,1,203.0,30.0150581793,1,185.0,36.0164271047,5,18.0,9.0,121.0,75.0,55.0,22.0,18.0,8.0,12.0,9.0,7.0,108.0,47.0,42.0,30.0,19.0,1.0,3.0,2
15460,20160523,104180,Gilles Muller,104571,Marcos Baghdatis,0,193.0,33.0403832991,1,183.0,30.932238193000003,5,10.0,12.0,111.0,65.0,41.0,16.0,14.0,15.0,23.0,7.0,1.0,80.0,52.0,36.0,15.0,15.0,4.0,7.0,2
15447,20160523,104735,Tobias Kamke,104655,Pablo Cuevas,1,180.0,30.006844627,1,180.0,30.3901437372,5,2.0,3.0,128.0,83.0,58.0,18.0,19.0,4.0,9.0,11.0,0.0,114.0,73.0,56.0,23.0,19.0,5.0,8.0,2
15485,20160523,103908,Paul Henri Mathieu,105138,Roberto Bautista Agut,1,185.0,34.3600273785,1,183.0,28.106776180700002,5,2.0,5.0,93.0,51.0,33.0,19.0,14.0,3.0,9.0,6.0,1.0,101.0,64.0,47.0,19.0,15.0,6.0,8.0,2
15439,20160523,104327,Steve Darcis,104947,Marsel Ilhan,1,178.0,32.1943874059,1,190.0,28.9500342231,5,6.0,1.0,85.0,53.0,41.0,18.0,13.0,6.0,7.0,1.0,2.0,70.0,34.0,24.0,13.0,12.0,1.0,7.0,1
15440,20160523,105643,Federico Delbonis,105807,Pablo Carreno Busta,0,190.0,25.6317590691,1,188.0,24.8651608487,5,4.0,5.0,158.0,91.0,57.0,35.0,22.0,12.0,18.0,6.0,1.0,140.0,98.0,67.0,23.0,22.0,6.0,10.0,2
15441,20160523,104548,Brian Baker,106071,Bernard Tomic,1,190.0,31.0636550308,1,193.0,23.5865845311,5,5.0,5.0,92.0,57.0,38.0,16.0,14.0,3.0,7.0,14.0,2.0,96.0,58.0,43.0,23.0,15.0,8.0,9.0,2
15442,20160523,103908,Paul Henri Mathieu,105053,Santiago Giraldo,1,185.0,34.3600273785,1,188.0,28.487337440100003,5,6.0,9.0,177.0,121.0,77.0,26.0,24.0,13.0,18.0,16.0,5.0,175.0,111.0,76.0,29.0,24.0,16.0,22.0,1
15443,20160523,104098,Dmitry Tursunov,105138,Roberto Bautista Agut,1,185.0,33.4455852156,1,183.0,28.106776180700002,5,2.0,1.0,74.0,44.0,26.0,11.0,12.0,3.0,10.0,5.0,3.0,69.0,48.0,35.0,12.0,13.0,0.0,2.0,2
15444,20160523,105539,Evgeny Donskoy,103970,David Ferrer,1,185.0,26.0396988364,1,175.0,34.140999315500004,5,1.0,1.0,72.0,33.0,18.0,14.0,10.0,4.0,11.0,1.0,5.0,68.0,39.0,32.0,16.0,11.0,1.0,1.0,2
15445,20160523,104797,Denis Istomin,104338,Juan Monaco,1,188.0,29.708418891199997,1,185.0,32.1505817933,5,8.0,2.0,121.0,79.0,56.0,13.0,20.0,6.0,12.0,1.0,1.0,125.0,98.0,65.0,13.0,20.0,9.0,13.0,2
15446,20160523,105011,Illya Marchenko,103607,Victor Estrella,1,185.0,28.7063655031,1,173.0,35.8056125941,5,6.0,6.0,103.0,48.0,35.0,19.0,15.0,8.0,15.0,4.0,0.0,103.0,71.0,45.0,20.0,16.0,9.0,13.0,2
15448,20160523,104291,Malek Jaziri,104252,Florian Mayer,1,185.0,32.3394934976,1,190.0,32.6324435318,5,1.0,5.0,117.0,56.0,38.0,34.0,17.0,8.0,11.0,4.0,5.0,102.0,55.0,39.0,16.0,17.0,8.0,15.0,1
15438,20160523,104925,Novak Djokovic,104229,Yen Hsun Lu,1,188.0,29.004791238899998,1,180.0,32.7748117728,5,1.0,1.0,64.0,45.0,34.0,14.0,12.0,0.0,1.0,2.0,4.0,84.0,58.0,28.0,11.0,12.0,7.0,14.0,1
15449,20160523,105577,Vasek Pospisil,104607,Tomas Berdych,1,193.0,25.916495551,1,196.0,30.6803559206,5,6.0,4.0,79.0,47.0,23.0,12.0,12.0,5.0,13.0,6.0,1.0,70.0,39.0,28.0,18.0,12.0,4.0,6.0,2
15450,20160523,103917,Nicolas Mahut,105575,Ricardas Berankis,1,190.0,34.3353867214,1,175.0,25.921971252600002,5,2.0,4.0,94.0,54.0,42.0,21.0,14.0,5.0,6.0,3.0,2.0,76.0,41.0,26.0,17.0,13.0,2.0,7.0,1
15451,20160523,104926,Fabio Fognini,104719,Marcel Granollers,1,178.0,28.9993155373,1,190.0,30.1136208077,5,1.0,2.0,96.0,52.0,35.0,20.0,15.0,7.0,13.0,4.0,1.0,82.0,44.0,34.0,24.0,16.0,0.0,2.0,2
15453,20160523,105732,Pierre Hugues Herbert,100644,Alexander Zverev,1,188.0,25.18275154,1,198.0,19.0910335387,5,7.0,5.0,148.0,76.0,57.0,35.0,22.0,8.0,12.0,8.0,6.0,142.0,91.0,66.0,30.0,22.0,5.0,7.0,2
15454,20160523,105217,Thiemo De Bakker,104198,Guillermo Garcia Lopez,1,193.0,27.6741957563,1,188.0,32.9691991786,5,10.0,1.0,135.0,76.0,54.0,33.0,22.0,1.0,6.0,9.0,7.0,129.0,72.0,51.0,35.0,22.0,3.0,7.0,2
15455,20160523,106296,Gregoire Barrere,105676,David Goffin,1,183.0,22.264202600999997,1,163.0,25.4592744695,5,6.0,2.0,87.0,60.0,32.0,15.0,14.0,5.0,11.0,3.0,0.0,81.0,50.0,36.0,21.0,14.0,5.0,7.0,2
15456,20160523,103893,Paolo Lorenzi,104122,Carlos Berlocq,1,183.0,34.4366872005,1,183.0,33.3004791239,5,0.0,1.0,71.0,43.0,22.0,9.0,11.0,7.0,15.0,2.0,2.0,77.0,52.0,36.0,14.0,12.0,4.0,6.0,2
15457,20160523,104597,Nicolas Almagro,104259,Philipp Kohlschreiber,1,183.0,30.7542778919,1,178.0,32.6023271732,5,19.0,4.0,117.0,67.0,57.0,24.0,19.0,7.0,9.0,5.0,3.0,117.0,61.0,40.0,29.0,19.0,4.0,10.0,1
15458,20160523,106000,Damir Dzumhur,105311,Joao Sousa,1,172.0,24.008213552399997,1,185.0,27.1485284052,5,4.0,1.0,154.0,112.0,68.0,26.0,21.0,13.0,18.0,2.0,1.0,138.0,93.0,63.0,25.0,21.0,0.0,5.0,2
15484,20160523,105379,Aljaz Bedene,105807,Pablo Carreno Busta,1,181.0,26.847364818600003,1,188.0,24.8651608487,5,23.0,1.0,150.0,80.0,64.0,35.0,26.0,9.0,14.0,10.0,2.0,145.0,87.0,63.0,24.0,25.0,4.0,11.0,1
15459,20160523,104312,Andreas Seppi,105208,Ernests Gulbis,1,190.0,32.251882272399996,1,190.0,27.7289527721,5,4.0,1.0,89.0,54.0,39.0,20.0,15.0,5.0,8.0,16.0,6.0,102.0,55.0,44.0,27.0,16.0,6.0,6.0,2
15486,20160523,104338,Juan Monaco,103970,David Ferrer,1,185.0,32.1505817933,1,175.0,34.140999315500004,5,1.0,1.0,146.0,110.0,56.0,16.0,19.0,10.0,21.0,6.0,3.0,137.0,92.0,58.0,18.0,20.0,11.0,17.0,2
15510,20160523,105413,Andrej Martin,105683,Milos Raonic,1,180.0,26.672142368200003,1,196.0,25.4045174538,5,0.0,6.0,114.0,79.0,38.0,17.0,14.0,12.0,19.0,7.0,3.0,100.0,59.0,41.0,20.0,15.0,5.0,8.0,2
15512,20160523,104468,Gilles Simon,104678,Viktor Troicki,1,183.0,31.403148528400003,1,193.0,30.2806297057,5,0.0,3.0,96.0,69.0,34.0,16.0,13.0,8.0,14.0,4.0,3.0,87.0,49.0,39.0,17.0,13.0,5.0,6.0,2
15513,20160523,104527,Stan Wawrinka,104871,Jeremy Chardy,1,183.0,31.1540041068,1,188.0,29.2758384668,5,4.0,2.0,80.0,48.0,36.0,24.0,16.0,2.0,4.0,6.0,2.0,101.0,65.0,45.0,12.0,15.0,4.0,9.0,1
15514,20160523,104269,Fernando Verdasco,105453,Kei Nishikori,0,188.0,32.5201916496,1,178.0,26.398357289499998,5,7.0,7.0,154.0,105.0,69.0,19.0,23.0,10.0,18.0,4.0,7.0,151.0,96.0,61.0,24.0,23.0,11.0,19.0,2
15515,20160523,106401,Nick Kyrgios,104755,Richard Gasquet,1,193.0,21.0732375086,1,185.0,29.930184804899998,5,8.0,0.0,99.0,71.0,46.0,14.0,14.0,7.0,12.0,8.0,2.0,100.0,61.0,46.0,22.0,14.0,3.0,4.0,2
15516,20160523,104559,Teymuraz Gabashvili,104545,John Isner,1,188.0,31.0006844627,1,206.0,31.074606433899998,5,4.0,4.0,138.0,100.0,75.0,19.0,24.0,5.0,9.0,34.0,4.0,150.0,103.0,77.0,23.0,24.0,6.0,10.0,2
15517,20160523,104918,Andy Murray,103333,Ivo Karlovic,1,190.0,29.0239561944,1,208.0,37.2320328542,5,8.0,2.0,85.0,64.0,56.0,12.0,15.0,0.0,0.0,14.0,5.0,89.0,57.0,44.0,15.0,14.0,7.0,10.0,1
15518,20160523,105138,Roberto Bautista Agut,104925,Novak Djokovic,1,183.0,28.106776180700002,1,188.0,29.004791238899998,5,1.0,2.0,142.0,102.0,55.0,17.0,19.0,13.0,22.0,2.0,5.0,116.0,82.0,53.0,17.0,19.0,5.0,11.0,2
15519,20160523,104607,Tomas Berdych,103970,David Ferrer,1,196.0,30.6803559206,1,175.0,34.140999315500004,5,5.0,1.0,102.0,62.0,46.0,23.0,15.0,9.0,9.0,4.0,3.0,87.0,53.0,38.0,17.0,15.0,7.0,11.0,1
15521,20160523,105676,David Goffin,105208,Ernests Gulbis,1,163.0,25.4592744695,1,190.0,27.7289527721,5,7.0,3.0,96.0,57.0,42.0,28.0,18.0,3.0,5.0,7.0,9.0,132.0,62.0,40.0,32.0,17.0,17.0,24.0,1
15522,20160523,105077,Albert Ramos,105683,Milos Raonic,0,188.0,28.34770705,1,196.0,25.4045174538,5,2.0,2.0,98.0,67.0,49.0,15.0,14.0,6.0,7.0,7.0,4.0,96.0,62.0,39.0,16.0,14.0,9.0,14.0,1
15523,20160523,104678,Viktor Troicki,104527,Stan Wawrinka,1,193.0,30.2806297057,1,183.0,31.1540041068,5,9.0,3.0,135.0,85.0,61.0,18.0,20.0,5.0,10.0,19.0,4.0,140.0,84.0,60.0,34.0,21.0,3.0,5.0,2
15524,20160523,105453,Kei Nishikori,104755,Richard Gasquet,1,178.0,26.398357289499998,1,185.0,29.930184804899998,5,3.0,4.0,109.0,77.0,48.0,16.0,18.0,6.0,13.0,6.0,2.0,97.0,59.0,43.0,25.0,18.0,3.0,6.0,2
15525,20160523,104918,Andy Murray,104545,John Isner,1,190.0,29.0239561944,1,206.0,31.074606433899998,5,9.0,6.0,108.0,65.0,54.0,26.0,16.0,5.0,5.0,18.0,4.0,126.0,87.0,64.0,15.0,15.0,8.0,10.0,1
15526,20160523,104607,Tomas Berdych,104925,Novak Djokovic,1,196.0,30.6803559206,1,188.0,29.004791238899998,5,4.0,3.0,81.0,46.0,31.0,13.0,15.0,2.0,8.0,0.0,1.0,81.0,49.0,35.0,21.0,15.0,4.0,6.0,2
15527,20160523,105676,David Goffin,106233,Dominic Thiem,1,163.0,25.4592744695,1,185.0,22.7186858316,5,3.0,9.0,135.0,74.0,50.0,23.0,19.0,9.0,17.0,2.0,3.0,142.0,91.0,60.0,25.0,20.0,7.0,13.0,2
15528,20160523,104527,Stan Wawrinka,105077,Albert Ramos,1,183.0,31.1540041068,0,188.0,28.34770705,5,8.0,3.0,89.0,46.0,36.0,29.0,14.0,3.0,4.0,2.0,0.0,92.0,57.0,34.0,17.0,13.0,6.0,11.0,1
15529,20160523,104918,Andy Murray,104755,Richard Gasquet,1,190.0,29.0239561944,1,185.0,29.930184804899998,5,11.0,4.0,120.0,70.0,52.0,27.0,19.0,5.0,8.0,2.0,4.0,138.0,88.0,47.0,29.0,19.0,11.0,18.0,1
15530,20160523,104925,Novak Djokovic,106233,Dominic Thiem,1,188.0,29.004791238899998,1,185.0,22.7186858316,5,2.0,1.0,73.0,50.0,36.0,16.0,13.0,3.0,4.0,2.0,3.0,83.0,50.0,27.0,15.0,12.0,7.0,13.0,1
15531,20160523,104527,Stan Wawrinka,104918,Andy Murray,1,183.0,31.1540041068,1,190.0,29.0239561944,5,1.0,2.0,106.0,63.0,43.0,22.0,18.0,10.0,15.0,3.0,2.0,109.0,73.0,58.0,22.0,18.0,4.0,5.0,2
15532,20160523,104918,Andy Murray,104925,Novak Djokovic,1,190.0,29.0239561944,1,188.0,29.004791238899998,5,5.0,3.0,109.0,55.0,34.0,22.0,17.0,7.0,14.0,4.0,3.0,110.0,76.0,49.0,20.0,17.0,7.0,10.0,2
15487,20160523,103607,Victor Estrella,103852,Feliciano Lopez,1,173.0,35.8056125941,0,188.0,34.6721423682,5,4.0,1.0,124.0,84.0,53.0,22.0,15.0,10.0,13.0,15.0,0.0,105.0,69.0,57.0,18.0,15.0,4.0,5.0,2
15511,20160523,105077,Albert Ramos,106058,Jack Sock,0,188.0,28.34770705,1,185.0,23.660506502399997,5,8.0,7.0,172.0,116.0,83.0,27.0,26.0,16.0,21.0,10.0,2.0,181.0,118.0,78.0,31.0,26.0,9.0,16.0,1
15520,20160523,104719,Marcel Granollers,106233,Dominic Thiem,1,190.0,30.1136208077,1,185.0,22.7186858316,5,2.0,3.0,125.0,78.0,53.0,21.0,18.0,10.0,16.0,3.0,3.0,120.0,71.0,54.0,30.0,19.0,6.0,7.0,2
15509,20160523,105208,Ernests Gulbis,104542,Jo-Wilfried Tsonga,1,190.0,27.7289527721,1,188.0,31.099247091,5,3.0,2.0,20.0,14.0,8.0,2.0,4.0,3.0,4.0,0.0,0.0,38.0,29.0,21.0,2.0,3.0,5.0,5.0,1
15498,20160523,104468,Gilles Simon,105550,Guido Pella,1,183.0,31.403148528400003,0,185.0,26.0177960301,5,9.0,4.0,194.0,117.0,78.0,32.0,26.0,11.0,19.0,2.0,2.0,165.0,115.0,76.0,27.0,25.0,10.0,17.0,1
15488,20160523,104291,Malek Jaziri,104607,Tomas Berdych,1,185.0,32.3394934976,1,196.0,30.6803559206,5,1.0,3.0,95.0,51.0,38.0,17.0,16.0,10.0,15.0,11.0,1.0,95.0,51.0,42.0,25.0,17.0,3.0,5.0,2
15508,20160523,104597,Nicolas Almagro,105676,David Goffin,1,183.0,30.7542778919,1,163.0,25.4592744695,5,17.0,9.0,125.0,63.0,46.0,30.0,22.0,7.0,14.0,10.0,4.0,135.0,79.0,58.0,32.0,23.0,9.0,13.0,2
15490,20160523,100644,Alexander Zverev,103565,Stephane Robert,1,198.0,19.0910335387,1,185.0,36.0164271047,5,5.0,2.0,99.0,60.0,47.0,18.0,17.0,5.0,8.0,11.0,7.0,100.0,48.0,35.0,20.0,16.0,5.0,12.0,1
15491,20160523,106233,Dominic Thiem,104198,Guillermo Garcia Lopez,1,185.0,22.7186858316,1,188.0,32.9691991786,5,7.0,7.0,113.0,57.0,40.0,31.0,17.0,6.0,9.0,5.0,4.0,112.0,52.0,37.0,28.0,17.0,7.0,12.0,1
15492,20160523,104122,Carlos Berlocq,105676,David Goffin,1,183.0,33.3004791239,1,163.0,25.4592744695,5,4.0,0.0,93.0,69.0,41.0,10.0,14.0,8.0,15.0,4.0,2.0,80.0,39.0,29.0,25.0,15.0,3.0,5.0,2
15493,20160523,105311,Joao Sousa,105208,Ernests Gulbis,1,185.0,27.1485284052,1,190.0,27.7289527721,5,3.0,1.0,97.0,60.0,40.0,14.0,14.0,7.0,13.0,16.0,2.0,68.0,41.0,35.0,19.0,15.0,2.0,3.0,2
15494,20160523,104571,Marcos Baghdatis,104542,Jo-Wilfried Tsonga,1,183.0,30.932238193000003,1,188.0,31.099247091,5,11.0,3.0,148.0,81.0,60.0,28.0,23.0,10.0,17.0,5.0,5.0,147.0,95.0,70.0,26.0,23.0,6.0,9.0,2
15495,20160523,105173,Adrian Mannarino,105683,Milos Raonic,0,183.0,27.898699520900003,1,196.0,25.4045174538,5,4.0,3.0,70.0,45.0,30.0,9.0,13.0,3.0,7.0,7.0,1.0,85.0,54.0,41.0,22.0,13.0,0.0,0.0,2
15496,20160523,105413,Andrej Martin,106298,Lucas Pouille,1,180.0,26.672142368200003,1,185.0,22.2450376454,5,1.0,2.0,115.0,76.0,50.0,22.0,15.0,10.0,12.0,3.0,4.0,93.0,48.0,29.0,20.0,15.0,2.0,8.0,1
15497,20160523,104460,Dustin Brown,106058,Jack Sock,1,196.0,31.4551676934,1,185.0,23.660506502399997,5,4.0,2.0,106.0,74.0,46.0,11.0,14.0,9.0,15.0,6.0,5.0,97.0,59.0,53.0,11.0,15.0,4.0,6.0,2
15489,20160523,103917,Nicolas Mahut,104719,Marcel Granollers,1,190.0,34.3353867214,1,190.0,30.1136208077,5,1.0,3.0,70.0,42.0,18.0,13.0,9.0,7.0,13.0,3.0,0.0,44.0,29.0,19.0,10.0,9.0,0.0,2.0,2
15499,20160523,104678,Viktor Troicki,105583,Dusan Lajovic,1,193.0,30.2806297057,1,180.0,25.8973305955,5,2.0,1.0,94.0,56.0,40.0,22.0,14.0,5.0,7.0,5.0,3.0,88.0,56.0,32.0,16.0,13.0,3.0,9.0,1
15501,20160523,104471,Ivan Dodig,104269,Fernando Verdasco,1,183.0,31.3867214237,0,188.0,32.5201916496,5,5.0,1.0,75.0,49.0,25.0,14.0,12.0,10.0,17.0,5.0,0.0,67.0,52.0,40.0,11.0,12.0,5.0,6.0,2
15502,20160523,104997,Igor Sijsling,106401,Nick Kyrgios,1,190.0,28.7638603696,1,193.0,21.0732375086,5,4.0,4.0,78.0,39.0,26.0,14.0,12.0,7.0,13.0,11.0,0.0,67.0,45.0,36.0,15.0,12.0,1.0,1.0,2
15503,20160523,105332,Benoit Paire,104559,Teymuraz Gabashvili,1,196.0,27.041752224499998,1,188.0,31.0006844627,5,8.0,5.0,126.0,64.0,38.0,30.0,17.0,15.0,22.0,6.0,3.0,112.0,58.0,46.0,26.0,17.0,10.0,13.0,2
15504,20160523,105379,Aljaz Bedene,104925,Novak Djokovic,1,181.0,26.847364818600003,1,188.0,29.004791238899998,5,8.0,2.0,92.0,53.0,34.0,11.0,13.0,10.0,17.0,5.0,0.0,93.0,71.0,48.0,12.0,13.0,5.0,7.0,2
15505,20160523,103852,Feliciano Lopez,103970,David Ferrer,0,188.0,34.6721423682,1,175.0,34.140999315500004,5,6.0,1.0,116.0,74.0,45.0,19.0,14.0,7.0,13.0,4.0,5.0,90.0,57.0,44.0,15.0,15.0,1.0,3.0,2
15506,20160523,104655,Pablo Cuevas,104607,Tomas Berdych,1,180.0,30.3901437372,1,196.0,30.6803559206,5,5.0,0.0,112.0,63.0,41.0,30.0,19.0,6.0,10.0,10.0,5.0,130.0,74.0,61.0,30.0,20.0,8.0,9.0,2
15507,20160523,106233,Dominic Thiem,100644,Alexander Zverev,1,185.0,22.7186858316,1,198.0,19.0910335387,5,6.0,2.0,132.0,78.0,56.0,34.0,20.0,7.0,8.0,6.0,5.0,121.0,72.0,49.0,22.0,19.0,10.0,15.0,1
15500,20160523,105723,Andrey Kuznetsov,105453,Kei Nishikori,1,185.0,25.2484599589,1,178.0,26.398357289499998,5,4.0,3.0,79.0,41.0,25.0,18.0,13.0,2.0,8.0,2.0,1.0,93.0,59.0,43.0,18.0,14.0,7.0,9.0,2
15410,20160516,104545,John Isner,104586,Lukas Rosol,1,206.0,31.055441478400002,1,196.0,30.8117727584,3,29.0,3.0,113.0,78.0,66.0,17.0,18.0,0.0,0.0,6.0,3.0,109.0,67.0,53.0,29.0,18.0,2.0,3.0,2
15408,20160516,105064,Thomaz Bellucci,105643,Federico Delbonis,0,188.0,28.3778234086,0,190.0,25.6125941136,3,1.0,5.0,43.0,27.0,15.0,3.0,7.0,1.0,6.0,2.0,3.0,44.0,30.0,23.0,7.0,8.0,1.0,2.0,2
15409,20160516,105449,Steve Johnson,105723,Andrey Kuznetsov,1,188.0,26.392881588,1,185.0,25.2292950034,3,10.0,0.0,65.0,37.0,28.0,11.0,11.0,1.0,4.0,5.0,3.0,69.0,40.0,29.0,18.0,11.0,2.0,3.0,2
15414,20160516,105723,Andrey Kuznetsov,104586,Lukas Rosol,1,185.0,25.2292950034,1,196.0,30.8117727584,3,1.0,2.0,71.0,37.0,22.0,14.0,10.0,5.0,10.0,8.0,1.0,76.0,41.0,27.0,20.0,11.0,7.0,9.0,2
